"MONTO"	"CLASE"	"MARCA"	"MODELO"	"CLASEPOLIZA"	"ZONA"	"SEXO"	"EDAD"	"VALOR"
5.390888	"PD"	"CH"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V4"
5.122861	"AU"	"CH"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V2"
2.196308	"AU"	"EU"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E3"	"V4"
4.082092	"AU"	"CH"	"M5"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E5"	"V4"
2.993355	"AU"	"MZ"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V4"
11.616282	"AU"	"CH"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V4"
2.184346	"AU"	"CH"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V2"
4.614769	"AU"	"JA"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V2"
6.135125	"AU"	"CH"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E3"	"V2"
4.70514	"AU"	"KO"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V4"
4.808451	"AU"	"RE"	"M4"	"POLIZA INDIVIDUAL"	"NO"	"M"	"E4"	"V3"
1.60612	"AU"	"US"	"M6"	"POLIZA INDIVIDUAL"	"NO"	"F"	"E4"	"V2"
1.2825	"PS"	"US"	"M5"	"POLIZA INDIVIDUAL"	"NO"	"F"	"E2"	"V4"
2.11961	"AU"	"KO"	"M3"	"POLIZA INDIVIDUAL"	"NO"	"M"	"E5"	"V3"
1.055879	"AU"	"CH"	"M5"	"POLIZA INDIVIDUAL"	"NO"	"M"	"E2"	"V3"
4.229252	"PD"	"JA"	"M6"	"POLIZA INDIVIDUAL"	"NO"	"F"	"E2"	"V3"
7.137133	"AU"	"CH"	"M1"	"POLIZA INDIVIDUAL"	"NO"	"M"	"E3"	"V4"
5.997954	"AU"	"MZ"	"M3"	"POLIZA INDIVIDUAL"	"NO"	"M"	"E3"	"V5"
7.084882	"AU"	"EU"	"M2"	"POLIZA INDIVIDUAL"	"NO"	"M"	"E1"	"V4"
10.490084	"AU"	"RE"	"M1"	"POLIZA INDIVIDUAL"	"NO"	"F"	"E4"	"V3"
2.105383	"PD"	"MZ"	"M1"	"POLIZA INDIVIDUAL"	"NO"	"M"	"E4"	"V5"
2.97267	"AU"	"RE"	"M5"	"POLIZA INDIVIDUAL"	"NO"	"M"	"E4"	"V3"
5.014949	"PS"	"CH"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V2"
2.764565	"AU"	"JA"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V2"
5.228529	"AU"	"RE"	"M5"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V3"
2.956703	"AU"	"RE"	"M5"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V4"
2.342772	"AU"	"EU"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V3"
8.006276	"AU"	"LU"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V7"
7.007072	"AU"	"CH"	"M4"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E5"	"V4"
2.885531	"AU"	"RE"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V2"
1.826943	"AU"	"JA"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V2"
4.064242	"AU"	"EU"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E5"	"V2"
2.842766	"AU"	"CH"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V2"
0.941964	"AU"	"RE"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V4"
3.090194	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E3"	"V5"
2.795377	"AU"	"KO"	"M4"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V3"
0.827202	"PD"	"CH"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V5"
1.430874	"AU"	"EU"	"M4"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V3"
2.013116	"AU"	"KO"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V3"
3.03209	"AU"	"RE"	"M5"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V3"
7.699602	"AU"	"CH"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V2"
1.884065	"AU"	"RE"	"M5"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E2"	"V3"
2.581137	"AU"	"MZ"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V3"
0.789969	"AU"	"CH"	"M4"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V3"
1.595655	"AU"	"EU"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E3"	"V3"
2.208828	"AU"	"MZ"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V4"
11.70749	"CM"	"RE"	"M5"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V4"
1.809386	"AU"	"KO"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V3"
7.856426	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V5"
4.042534	"AU"	"EU"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E3"	"V2"
1.518256	"CM"	"CH"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V4"
5.090046	"AU"	"CH"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V1"
3.437946	"AU"	"CH"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V2"
3.508255	"AU"	"OT"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E2"	"V3"
3.988067	"CM"	"OT"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E5"	"V4"
1.892098	"AU"	"CH"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E2"	"V2"
1.496661	"AU"	"CH"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V3"
6.586793	"AU"	"EU"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E6"	"V3"
0.762598	"AU"	"RE"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E3"	"V3"
3.609472	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V4"
0.75	"AU"	"OT"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V2"
1.075627	"AU"	"OT"	"M4"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V2"
0.422621	"AU"	"CH"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E6"	"V4"
3.506993	"AU"	"CH"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E3"	"V2"
8.70392	"AU"	"EU"	"M5"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V4"
3.321971	"AU"	"CH"	"M5"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E3"	"V3"
1.637955	"AU"	"OT"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V3"
6.380398	"CM"	"JA"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V5"
2.930768	"AU"	"EU"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E3"	"V4"
4.102266	"AU"	"EU"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E3"	"V4"
5.869522	"AU"	"MZ"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V2"
0.468557	"AU"	"RE"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V4"
7.619816	"AU"	"RE"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E6"	"V4"
10.73016	"AU"	"KO"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V4"
6.064578	"CP"	"JA"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E5"	"V5"
4.179228	"PD"	"OT"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E5"	"V4"
3.553963	"PD"	"OT"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E3"	"V5"
0.860021	"AU"	"JA"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E5"	"V2"
6.322002	"AU"	"RE"	"M4"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E2"	"V3"
5.331168	"CM"	"EU"	"M5"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E3"	"V5"
3.263233	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E5"	"V3"
3.458694	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E2"	"V3"
3.804799	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E3"	"V4"
7.95381	"CM"	"OT"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V4"
2.675286	"AU"	"KO"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E1"	"V3"
8.761987	"AU"	"RE"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V5"
1.528975	"AU"	"RE"	"M2"	"POLIZA INDIVIDUAL"	"CF"	"F"	"E4"	"V3"
0.719028	"CM"	"OT"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V4"
11.77029	"CM"	"OT"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E5"	"V4"
1.565363	"AU"	"CH"	"M5"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V4"
2.70803	"AU"	"RE"	"M5"	"POLIZA INDIVIDUAL"	"SU"	"F"	"E2"	"V3"
8.147532	"AU"	"RE"	"M4"	"POLIZA COLECTIVA"	"SU"	"M"	"E4"	"V3"
0.200194	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"SU"	"M"	"E4"	"V3"
0.756955	"CM"	"LU"	"M1"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E5"	"V7"
3.15854	"AU"	"RE"	"M4"	"POLIZA INDIVIDUAL"	"SU"	"F"	"E2"	"V3"
5.377829	"CM"	"CH"	"M7"	"POLIZA INDIVIDUAL"	"CA"	"M"	"E4"	"V4"
2.542088	"AU"	"MZ"	"M2"	"POLIZA INDIVIDUAL"	"CA"	"F"	"E5"	"V4"
4.90682	"AU"	"JA"	"M7"	"POLIZA INDIVIDUAL"	"CA"	"M"	"E4"	"V3"
3.864159	"CM"	"CH"	"M7"	"POLIZA INDIVIDUAL"	"CA"	"F"	"E5"	"V3"
2.489247	"AU"	"MZ"	"M3"	"POLIZA INDIVIDUAL"	"CA"	"F"	"E5"	"V5"
3.666415	"AU"	"JA"	"M5"	"POLIZA INDIVIDUAL"	"CA"	"M"	"E2"	"V5"
5.907603	"AU"	"MZ"	"M8"	"POLIZA INDIVIDUAL"	"CA"	"F"	"E5"	"V2"
10.545898	"AU"	"RE"	"M3"	"POLIZA INDIVIDUAL"	"SU"	"F"	"E3"	"V3"
0.799004	"AU"	"CH"	"M7"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E4"	"V2"
1.129247	"AU"	"CH"	"M6"	"POLIZA INDIVIDUAL"	"SU"	"F"	"E5"	"V2"
1.013405	"AU"	"US"	"M6"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E2"	"V2"
1.885931	"AU"	"KO"	"M6"	"POLIZA INDIVIDUAL"	"SU"	"F"	"E4"	"V2"
2.557809	"AU"	"CH"	"M3"	"POLIZA INDIVIDUAL"	"SU"	"F"	"E4"	"V3"
2.401229	"AU"	"US"	"M4"	"POLIZA INDIVIDUAL"	"SU"	"F"	"E4"	"V4"
1.611426	"AU"	"US"	"M6"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E4"	"V2"
4.738019	"AU"	"RE"	"M4"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E4"	"V3"
0.318007	"AU"	"CH"	"M4"	"POLIZA INDIVIDUAL"	"SU"	"F"	"E5"	"V3"
4.45407	"AU"	"US"	"M6"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E3"	"V3"
4.9	"AU"	"EU"	"M7"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E4"	"V2"
0.952112	"AU"	"CH"	"M5"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E2"	"V3"
2.693225	"PS"	"JA"	"M8"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E4"	"V2"
1.212536	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"SU"	"F"	"E3"	"V4"
1.874759	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E3"	"V4"
0.893579	"AU"	"CH"	"M7"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E3"	"V2"
2.259107	"AU"	"RE"	"M4"	"POLIZA INDIVIDUAL"	"SU"	"F"	"E2"	"V3"
4.287955	"AU"	"US"	"M6"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E4"	"V3"
1.513045	"PD"	"US"	"M2"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E4"	"V4"
1.214683	"AU"	"KO"	"M6"	"POLIZA INDIVIDUAL"	"SU"	"F"	"E4"	"V2"
1.306064	"AU"	"KO"	"M1"	"POLIZA INDIVIDUAL"	"SU"	"F"	"E3"	"V4"
10.426011	"AU"	"RE"	"M3"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E4"	"V4"
0.834043	"AU"	"OT"	"M2"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E4"	"V3"
1.418833	"AU"	"JA"	"M3"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E4"	"V5"
1.043185	"AU"	"CH"	"M6"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E4"	"V2"
1.350625	"PD"	"CH"	"M5"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E5"	"V5"
17.033932	"CM"	"KO"	"M1"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E3"	"V5"
6.266752	"CP"	"US"	"M7"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E6"	"V3"
0.086655	"AU"	"CH"	"M1"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E4"	"V3"
1.189483	"AU"	"RE"	"M6"	"POLIZA INDIVIDUAL"	"SU"	"F"	"E4"	"V2"
2.805502	"PD"	"CH"	"M4"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E4"	"V4"
4.182982	"AU"	"RE"	"M5"	"POLIZA INDIVIDUAL"	"SU"	"F"	"E3"	"V2"
0.656195	"AU"	"MZ"	"M2"	"POLIZA INDIVIDUAL"	"SU"	"F"	"E4"	"V4"
2.759343	"AU"	"CH"	"M5"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E2"	"V3"
1.332073	"AU"	"KO"	"M3"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E5"	"V3"
2.543858	"AU"	"MZ"	"M4"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E2"	"V4"
3.523284	"AU"	"CH"	"M4"	"POLIZA INDIVIDUAL"	"SU"	"F"	"E4"	"V3"
7.558092	"AU"	"RE"	"M5"	"POLIZA INDIVIDUAL"	"SU"	"F"	"E5"	"V2"
4.188228	"AU"	"CH"	"M1"	"POLIZA INDIVIDUAL"	"SU"	"F"	"E4"	"V3"
25.313169	"AU"	"US"	"M2"	"POLIZA INDIVIDUAL"	"SU"	"F"	"E3"	"V6"
4.683523	"AU"	"MZ"	"M5"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E3"	"V4"
1.2407	"AU"	"OT"	"M1"	"POLIZA INDIVIDUAL"	"SU"	"F"	"E6"	"V3"
0.911326	"AU"	"RE"	"M4"	"POLIZA INDIVIDUAL"	"SU"	"F"	"E3"	"V3"
2.4965	"AU"	"KO"	"M6"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E6"	"V3"
0.281953	"AU"	"EU"	"M1"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E5"	"V5"
6.720741	"AU"	"KO"	"M6"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E4"	"V3"
1.34143	"AU"	"MZ"	"M3"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E4"	"V4"
2.98778	"AU"	"MZ"	"M6"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E4"	"V3"
2.71454	"AU"	"OT"	"M1"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E4"	"V3"
6.469866	"AU"	"EU"	"M3"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E2"	"V3"
2.0024	"CM"	"OT"	"M6"	"POLIZA COLECTIVA"	"CF"	"M"	"E4"	"V5"
2.315348	"AU"	"KO"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V3"
0.4595	"AU"	"KO"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V3"
5.161705	"AU"	"KO"	"M5"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V3"
4.31148	"AU"	"KO"	"M5"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V3"
5.448174	"AU"	"KO"	"M4"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V3"
6.632419	"AU"	"KO"	"M4"	"POLIZA COLECTIVA"	"BG"	"M"	"E3"	"V3"
3.291204	"AU"	"KO"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E5"	"V3"
3	"AU"	"KO"	"M6"	"POLIZA COLECTIVA"	"BG"	"M"	"E5"	"V3"
3.993324	"AU"	"KO"	"M6"	"POLIZA COLECTIVA"	"BG"	"M"	"E5"	"V3"
7.756876	"AU"	"CH"	"M4"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V3"
1.626579	"AU"	"RE"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V3"
0.98399	"AU"	"KO"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V3"
2.427133	"AU"	"KO"	"M5"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V3"
5.935369	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V3"
8.033399	"AU"	"KO"	"M5"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V2"
3.981345	"AU"	"KO"	"M3"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V3"
5.913271	"AU"	"KO"	"M4"	"POLIZA COLECTIVA"	"BG"	"F"	"E6"	"V3"
7.819407	"AU"	"KO"	"M4"	"POLIZA COLECTIVA"	"BG"	"M"	"E5"	"V3"
9.622798	"AU"	"CH"	"M4"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V2"
10.404761	"AU"	"KO"	"M4"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V3"
5.458543	"AU"	"KO"	"M4"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V3"
1.297814	"AU"	"KO"	"M3"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V3"
9.921773	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V3"
9.879216	"AU"	"RE"	"M1"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V3"
5.698946	"AU"	"KO"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E3"	"V3"
1.796869	"AU"	"KO"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V4"
3.881386	"AU"	"KO"	"M3"	"POLIZA COLECTIVA"	"BG"	"M"	"E3"	"V3"
7.651536	"AU"	"KO"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E3"	"V3"
2.414114	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V3"
5.153173	"AU"	"KO"	"M3"	"POLIZA COLECTIVA"	"BG"	"M"	"E2"	"V3"
10.819859	"AU"	"KO"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V3"
3.152706	"AU"	"CH"	"M3"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V3"
4.653126	"AU"	"CH"	"M3"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V4"
2.578053	"AU"	"KO"	"M4"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V3"
2.531612	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V3"
5.242455	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V3"
1.92917	"AU"	"KO"	"M5"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V3"
3.588662	"AU"	"KO"	"M3"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V3"
2.936646	"AU"	"CH"	"M4"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V2"
5.808758	"AU"	"KO"	"M4"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V3"
2.331214	"AU"	"KO"	"M6"	"POLIZA COLECTIVA"	"SU"	"M"	"E4"	"V2"
3.741615	"AU"	"KO"	"M4"	"POLIZA COLECTIVA"	"SU"	"F"	"E4"	"V3"
4.272693	"AU"	"KO"	"M2"	"POLIZA COLECTIVA"	"SU"	"M"	"E4"	"V3"
3.542558	"AU"	"KO"	"M6"	"POLIZA COLECTIVA"	"SU"	"F"	"E4"	"V2"
2.181111	"AU"	"KO"	"M6"	"POLIZA COLECTIVA"	"SU"	"F"	"E4"	"V2"
4.085096	"AU"	"CH"	"M4"	"POLIZA COLECTIVA"	"CF"	"M"	"E4"	"V2"
6.63606	"AU"	"RE"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E1"	"V3"
5.238749	"AU"	"KO"	"M6"	"POLIZA COLECTIVA"	"BG"	"M"	"E5"	"V2"
8.264941	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V3"
5.587003	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V3"
3.448379	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"AN"	"M"	"E4"	"V3"
4.336203	"AU"	"CH"	"M3"	"POLIZA COLECTIVA"	"AN"	"F"	"E3"	"V3"
0.533707	"AU"	"KO"	"M2"	"POLIZA COLECTIVA"	"AN"	"M"	"E4"	"V3"
1.812796	"AU"	"CH"	"M4"	"POLIZA COLECTIVA"	"AN"	"F"	"E4"	"V2"
2.500001	"AU"	"RE"	"M2"	"POLIZA COLECTIVA"	"AN"	"F"	"E4"	"V3"
8.825242	"CM"	"KO"	"M3"	"POLIZA COLECTIVA"	"CF"	"F"	"E5"	"V6"
3.119779	"AU"	"MZ"	"M8"	"POLIZA COLECTIVA"	"AN"	"M"	"E3"	"V2"
1.797931	"AU"	"KO"	"M3"	"POLIZA COLECTIVA"	"AN"	"F"	"E4"	"V3"
7.309986	"AU"	"KO"	"M2"	"POLIZA COLECTIVA"	"AN"	"F"	"E6"	"V3"
4.3293	"CM"	"KO"	"M1"	"POLIZA COLECTIVA"	"BG"	"F"	"E5"	"V5"
0.4595	"AU"	"CH"	"M4"	"POLIZA COLECTIVA"	"AN"	"F"	"E4"	"V2"
2.722457	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"AN"	"F"	"E4"	"V3"
2.216438	"AU"	"KO"	"M3"	"POLIZA COLECTIVA"	"AN"	"M"	"E6"	"V3"
5.519952	"AU"	"CH"	"M3"	"POLIZA COLECTIVA"	"AN"	"M"	"E5"	"V3"
0.940016	"AU"	"KO"	"M2"	"POLIZA COLECTIVA"	"AN"	"M"	"E4"	"V3"
3.890698	"AU"	"KO"	"M5"	"POLIZA COLECTIVA"	"CF"	"M"	"E4"	"V2"
1.150317	"AU"	"CH"	"M3"	"POLIZA COLECTIVA"	"CF"	"M"	"E5"	"V3"
3.008104	"AU"	"KO"	"M4"	"POLIZA COLECTIVA"	"CF"	"F"	"E5"	"V3"
3.27533	"AU"	"KO"	"M4"	"POLIZA COLECTIVA"	"CF"	"M"	"E4"	"V4"
2.864552	"AU"	"MZ"	"M7"	"POLIZA COLECTIVA"	"CF"	"F"	"E4"	"V2"
1.554	"AU"	"CH"	"M6"	"POLIZA COLECTIVA"	"CF"	"M"	"E6"	"V2"
0.616258	"AU"	"RE"	"M1"	"POLIZA COLECTIVA"	"CF"	"F"	"E2"	"V4"
1.5	"AU"	"KO"	"M2"	"POLIZA COLECTIVA"	"CF"	"F"	"E2"	"V4"
13.396677	"CM"	"LU"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V7"
6.442113	"AU"	"KO"	"M6"	"POLIZA COLECTIVA"	"SU"	"M"	"E4"	"V2"
2.009935	"AU"	"KO"	"M6"	"POLIZA COLECTIVA"	"SU"	"M"	"E2"	"V3"
7.889521	"AU"	"KO"	"M4"	"POLIZA COLECTIVA"	"SU"	"F"	"E4"	"V3"
3.316908	"AU"	"KO"	"M5"	"POLIZA COLECTIVA"	"SU"	"F"	"E4"	"V2"
12.921065	"AU"	"KO"	"M3"	"POLIZA COLECTIVA"	"SU"	"F"	"E4"	"V3"
9.397504	"AU"	"KO"	"M3"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V3"
6.778425	"AU"	"CH"	"M4"	"POLIZA COLECTIVA"	"BG"	"F"	"E5"	"V2"
5.413109	"AU"	"KO"	"M5"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V2"
4.035639	"AU"	"KO"	"M5"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V2"
3.782963	"CM"	"KO"	"M2"	"POLIZA COLECTIVA"	"CE"	"M"	"E4"	"V6"
9.094363	"CM"	"KO"	"M2"	"POLIZA COLECTIVA"	"CE"	"M"	"E4"	"V6"
5.355602	"AU"	"KO"	"M3"	"POLIZA COLECTIVA"	"SU"	"M"	"E4"	"V3"
2.336434	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"CE"	"M"	"E4"	"V3"
6.486557	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"CE"	"M"	"E4"	"V3"
6.84792	"AU"	"KO"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E3"	"V3"
3.413462	"PD"	"JA"	"M2"	"POLIZA COLECTIVA"	"SU"	"F"	"E3"	"V5"
2.731785	"AU"	"CH"	"M4"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V3"
1.977049	"AU"	"KO"	"M5"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V3"
5.118638	"CM"	"LU"	"M2"	"POLIZA COLECTIVA"	"SU"	"M"	"E3"	"V7"
6.969016	"AU"	"KO"	"M5"	"POLIZA COLECTIVA"	"SU"	"M"	"E3"	"V2"
2.152817	"AU"	"KO"	"M3"	"POLIZA COLECTIVA"	"SU"	"M"	"E4"	"V3"
3.78563	"AU"	"KO"	"M6"	"POLIZA COLECTIVA"	"SU"	"F"	"E4"	"V3"
1.654096	"AU"	"KO"	"M1"	"POLIZA COLECTIVA"	"SU"	"M"	"E4"	"V3"
3.771664	"AU"	"KO"	"M5"	"POLIZA COLECTIVA"	"SU"	"M"	"E4"	"V2"
