"MONTO"	"CLASE"	"MARCA"	"MODELO"	"CLASEPOLIZA"	"ZONA"	"SEXO"	"EDAD"	"VALOR"
3.416778	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E2"	"V4"
2.72425	"CM"	"JA"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V6"
2.176137	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E3"	"V4"
1.059082	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V5"
0.802133	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V5"
1.200299	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E2"	"V4"
3.975448	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E5"	"V5"
0.685138	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V4"
6.457619	"AU"	"JA"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V7"
0.75421	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"F"	"E3"	"V4"
1.018305	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V4"
2.797021	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V4"
1.037886	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V4"
3.40616	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V4"
1.549309	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V6"
1.433829	"AU"	"RE"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V3"
1.542414	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E5"	"V4"
2.908849	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V4"
0.981466	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V4"
0.854183	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"F"	"E2"	"V5"
0.636638	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"F"	"E3"	"V5"
0.415497	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"F"	"E3"	"V5"
2.467409	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E5"	"V4"
0.495827	"CP"	"CH"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E3"	"V5"
3.205281	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"F"	"E5"	"V4"
2.515744	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V4"
3.030894	"AU"	"JA"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E3"	"V2"
13.564814	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"F"	"E2"	"V4"
0.601099	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V4"
1.738039	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E2"	"V4"
2.286879	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E2"	"V4"
5.990765	"CP"	"US"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V7"
2.652212	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V4"
2.420181	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"F"	"E2"	"V4"
1.422207	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"F"	"E2"	"V4"
4.96286	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"F"	"E2"	"V4"
1.845338	"AU"	"CH"	"M5"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V2"
2.54703	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"F"	"E3"	"V4"
1.222925	"AU"	"CH"	"M5"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V3"
9.636655	"AU"	"CH"	"M5"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E6"	"V5"
2.021958	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"F"	"E1"	"V4"
3.153619	"AU"	"RE"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V3"
1.113647	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E3"	"V4"
1.036245	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E3"	"V4"
1.719652	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"F"	"E3"	"V4"
1.899078	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E2"	"V4"
5.423923	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V4"
1.912509	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V4"
2.903615	"CM"	"EU"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V6"
0.172616	"AU"	"MZ"	"M5"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E5"	"V5"
2.578497	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V6"
2.327035	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V4"
1.372841	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V4"
4.267241	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V4"
0.680967	"CM"	"EU"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V7"
19.073065	"AU"	"RE"	"M4"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V6"
4.111359	"AU"	"CH"	"M4"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V5"
0.966493	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V5"
4.566055	"AU"	"JA"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E5"	"V3"
1.586165	"AU"	"MZ"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E3"	"V4"
0.229731	"AU"	"CH"	"M4"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V6"
4.389495	"AU"	"RE"	"M5"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E2"	"V4"
0.625331	"AU"	"MZ"	"M5"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V3"
4.975788	"CP"	"CH"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E5"	"V7"
3.50838	"AU"	"RE"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V5"
1.536588	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V6"
1.013597	"CM"	"US"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E5"	"V7"
0.920795	"AU"	"CH"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V5"
1.086999	"AU"	"CH"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V7"
4.911929	"AU"	"CH"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V6"
1.532213	"CP"	"KO"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V7"
1.429072	"CP"	"KO"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V7"
2.188693	"AU"	"CH"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V5"
1.730347	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E3"	"V4"
0.619957	"AU"	"CH"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V5"
0.163759	"AU"	"CH"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V5"
2.463828	"AU"	"RE"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E3"	"V3"
3.51	"AU"	"EU"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V5"
2.323204	"AU"	"CH"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V3"
0.293833	"AU"	"CH"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V5"
2.475214	"CM"	"EU"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E2"	"V4"
4.262267	"AU"	"US"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E2"	"V3"
2.227903	"AU"	"RE"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V5"
2.139477	"AU"	"CH"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V4"
0.884553	"AU"	"RE"	"M5"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E2"	"V5"
0.464224	"AU"	"MZ"	"M5"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V4"
3.954104	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E5"	"V5"
4.298537	"AU"	"CH"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E1"	"V4"
5.488683	"AU"	"CH"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E1"	"V3"
0.529316	"AU"	"CH"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E2"	"V4"
9.273644	"AU"	"CH"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E2"	"V4"
1.153879	"AU"	"CH"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E2"	"V4"
4.806538	"AU"	"CH"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E3"	"V4"
4.195378	"AU"	"CH"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E2"	"V4"
2.83825	"AU"	"RE"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V3"
1.839719	"AU"	"CH"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V4"
1.70953	"AU"	"RE"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V5"
2.273763	"CP"	"JA"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V5"
3.731579	"CM"	"JA"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V7"
9.544784	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E1"	"V3"
0.418606	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E2"	"V4"
3.735329	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E2"	"V4"
0.26032	"AU"	"RE"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V3"
1.414324	"AU"	"RE"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V5"
1.827073	"AU"	"MZ"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E1"	"V4"
1.7749	"AU"	"RE"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V3"
2.616965	"AU"	"EU"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V2"
0.3712	"CP"	"US"	"M5"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V5"
5.372347	"AU"	"CH"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E3"	"V3"
3.323733	"AU"	"CH"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E3"	"V3"
3.475008	"AU"	"CH"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V3"
11.011319	"AU"	"RE"	"M5"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V4"
0.765992	"AU"	"JA"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E6"	"V4"
2.735165	"CP"	"JA"	"M6"	"POLIZA INDIVIDUAL"	"NO"	"M"	"E1"	"V4"
1.803023	"CP"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"NO"	"F"	"E5"	"V5"
0.360681	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"NO"	"F"	"E1"	"V3"
2.46429	"AU"	"MZ"	"M3"	"POLIZA INDIVIDUAL"	"NO"	"M"	"E3"	"V5"
1.74217	"CP"	"JA"	"M6"	"POLIZA INDIVIDUAL"	"NO"	"M"	"E4"	"V4"
0.277064	"CP"	"JA"	"M6"	"POLIZA INDIVIDUAL"	"NO"	"M"	"E4"	"V4"
2.050633	"AU"	"EU"	"M7"	"POLIZA INDIVIDUAL"	"NO"	"M"	"E4"	"V2"
2.037717	"AU"	"EU"	"M7"	"POLIZA INDIVIDUAL"	"NO"	"M"	"E4"	"V2"
5.77662	"CP"	"KO"	"M2"	"POLIZA INDIVIDUAL"	"NO"	"M"	"E4"	"V7"
5.097767	"AU"	"CH"	"M6"	"POLIZA INDIVIDUAL"	"NO"	"F"	"E2"	"V3"
0.711474	"AU"	"CH"	"M1"	"POLIZA INDIVIDUAL"	"NO"	"F"	"E2"	"V5"
3.725585	"AU"	"MZ"	"M7"	"POLIZA INDIVIDUAL"	"NO"	"M"	"E4"	"V2"
3.229847	"AU"	"JA"	"M7"	"POLIZA INDIVIDUAL"	"NO"	"M"	"E4"	"V2"
2.94838	"AU"	"CH"	"M3"	"POLIZA INDIVIDUAL"	"NO"	"F"	"E6"	"V3"
1.906861	"AU"	"CH"	"M3"	"POLIZA INDIVIDUAL"	"NO"	"F"	"E6"	"V3"
3.599124	"AU"	"EU"	"M5"	"POLIZA INDIVIDUAL"	"NO"	"M"	"E1"	"V4"
4.466294	"AU"	"CH"	"M4"	"POLIZA INDIVIDUAL"	"NO"	"F"	"E4"	"V5"
1.074664	"AU"	"EU"	"M1"	"POLIZA INDIVIDUAL"	"NO"	"M"	"E2"	"V5"
1.255568	"AU"	"EU"	"M1"	"POLIZA INDIVIDUAL"	"NO"	"M"	"E2"	"V5"
2.498143	"CM"	"JA"	"M2"	"POLIZA INDIVIDUAL"	"NO"	"M"	"E4"	"V7"
5.04071	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E4"	"V7"
1.760728	"AU"	"CH"	"M5"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E4"	"V3"
0.594114	"AU"	"CH"	"M3"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E6"	"V4"
0.449247	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"SU"	"F"	"E3"	"V3"
18.780131	"CP"	"KO"	"M4"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E4"	"V7"
2.398062	"PD"	"US"	"M5"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E4"	"V5"
3.175064	"AU"	"JA"	"M1"	"POLIZA INDIVIDUAL"	"SU"	"F"	"E6"	"V6"
0.69221	"AU"	"JA"	"M6"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E3"	"V4"
7.683325	"PD"	"JA"	"M2"	"POLIZA INDIVIDUAL"	"NO"	"F"	"E3"	"V6"
1.280943	"AU"	"JA"	"M6"	"POLIZA INDIVIDUAL"	"NO"	"M"	"E1"	"V5"
12.997425	"AU"	"LU"	"M7"	"POLIZA INDIVIDUAL"	"NO"	"M"	"E4"	"V6"
0.6709	"AU"	"EU"	"M6"	"POLIZA INDIVIDUAL"	"NO"	"F"	"E4"	"V3"
4.832252	"PD"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E2"	"V7"
2.159572	"AU"	"CH"	"M3"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E1"	"V5"
3.761623	"CM"	"CH"	"M3"	"POLIZA INDIVIDUAL"	"CE"	"F"	"E5"	"V6"
1.497013	"AU"	"RE"	"M6"	"POLIZA INDIVIDUAL"	"CE"	"F"	"E5"	"V4"
0.339378	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E2"	"V4"
3.409264	"PD"	"OT"	"M3"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E4"	"V3"
2.819281	"CM"	"OT"	"M2"	"POLIZA INDIVIDUAL"	"CE"	"F"	"E2"	"V3"
3.691008	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E5"	"V5"
4.052988	"AU"	"MZ"	"M6"	"POLIZA INDIVIDUAL"	"CE"	"F"	"E3"	"V5"
1.891358	"AU"	"MZ"	"M2"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E3"	"V5"
2.908219	"AU"	"MZ"	"M6"	"POLIZA INDIVIDUAL"	"CE"	"F"	"E3"	"V3"
3.372918	"CM"	"LU"	"M1"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E4"	"V7"
0.464224	"CM"	"LU"	"M1"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E4"	"V7"
2.5385	"AU"	"JA"	"M7"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E5"	"V4"
1.054446	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E3"	"V5"
2.824909	"AU"	"RE"	"M5"	"POLIZA INDIVIDUAL"	"CE"	"F"	"E5"	"V5"
0.596996	"AU"	"CH"	"M4"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V4"
2.739158	"AU"	"EU"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V2"
1.00944	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V5"
2.2299	"AU"	"CH"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E3"	"V5"
13.675559	"PD"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E1"	"V5"
2.865432	"AU"	"RE"	"M4"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E3"	"V5"
3.187578	"AU"	"RE"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V7"
8.122373	"PD"	"JA"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V7"
2.85454	"AU"	"CH"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V4"
2.525486	"AU"	"MZ"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V5"
1.566623	"AU"	"LU"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E5"	"V7"
1.755166	"AU"	"LU"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E5"	"V7"
2.483723	"AU"	"CH"	"M5"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V4"
1.452504	"PD"	"JA"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E3"	"V7"
2.868964	"AU"	"CH"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E2"	"V4"
3.276441	"AU"	"RE"	"M5"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V5"
5.190305	"AU"	"CH"	"M5"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E2"	"V3"
4.423636	"AU"	"CH"	"M5"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E2"	"V3"
0.58812	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"CE"	"F"	"E2"	"V4"
1.084829	"AU"	"JA"	"M7"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E4"	"V2"
3.406108	"CP"	"KO"	"M1"	"POLIZA INDIVIDUAL"	"CE"	"F"	"E5"	"V6"
2.890776	"CM"	"OT"	"M1"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E4"	"V4"
5.846314	"CM"	"KO"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V7"
9.877262	"AU"	"RE"	"M4"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E5"	"V6"
3.050431	"CM"	"US"	"M3"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E4"	"V7"
4.479668	"AU"	"RE"	"M1"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E3"	"V5"
0.452513	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"CE"	"F"	"E4"	"V5"
1.988651	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"CE"	"F"	"E5"	"V7"
9.099253	"CM"	"LU"	"M1"	"POLIZA INDIVIDUAL"	"CE"	"F"	"E4"	"V7"
1.081693	"AU"	"CH"	"M6"	"POLIZA COLECTIVA"	"CE"	"M"	"E4"	"V2"
0.79489	"PD"	"JA"	"M2"	"POLIZA INDIVIDUAL"	"CE"	"F"	"E3"	"V7"
2.05274	"AU"	"CH"	"M1"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E3"	"V4"
4.655172	"CM"	"LU"	"M1"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E3"	"V7"
3.646866	"CM"	"LU"	"M1"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E3"	"V7"
4.87237	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"CE"	"M"	"E4"	"V4"
3.31354	"AU"	"CH"	"M4"	"POLIZA COLECTIVA"	"CE"	"M"	"E4"	"V3"
3.389061	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E4"	"V6"
0.636637	"AU"	"JA"	"M3"	"POLIZA INDIVIDUAL"	"CE"	"F"	"E4"	"V5"
3.195753	"AU"	"EU"	"M3"	"POLIZA INDIVIDUAL"	"NO"	"F"	"E4"	"V5"
1.734969	"AU"	"CH"	"M7"	"POLIZA INDIVIDUAL"	"NO"	"M"	"E2"	"V2"
3.481802	"AU"	"RE"	"M6"	"POLIZA INDIVIDUAL"	"NO"	"F"	"E1"	"V2"
3.975771	"CM"	"KO"	"M3"	"POLIZA INDIVIDUAL"	"NO"	"F"	"E5"	"V5"
2.049704	"CM"	"KO"	"M3"	"POLIZA INDIVIDUAL"	"NO"	"F"	"E5"	"V5"
7.828745	"AU"	"CH"	"M7"	"POLIZA INDIVIDUAL"	"NO"	"M"	"E2"	"V2"
2.149546	"AU"	"KO"	"M7"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E2"	"V3"
0.427477	"AU"	"RE"	"M3"	"POLIZA INDIVIDUAL"	"CE"	"F"	"E4"	"V5"
0.946163	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E4"	"V5"
1.397895	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E4"	"V5"
1.110147	"AU"	"MZ"	"M6"	"POLIZA INDIVIDUAL"	"CE"	"F"	"E4"	"V3"
5.056165	"CM"	"OT"	"M1"	"POLIZA INDIVIDUAL"	"CE"	"F"	"E2"	"V5"
1.52745	"AU"	"EU"	"M5"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V7"
1.190608	"AU"	"EU"	"M5"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V5"
0.881141	"CM"	"EU"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V6"
1.366064	"AU"	"EU"	"M5"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V4"
0.809051	"AU"	"EU"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V5"
0.818917	"AU"	"EU"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E5"	"V5"
3.656678	"AU"	"EU"	"M5"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V4"
4.064095	"CM"	"EU"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V2"
2.211672	"AU"	"EU"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V3"
8.401993	"AU"	"US"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E2"	"V5"
2.730334	"AU"	"EU"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V4"
1.261638	"AU"	"CH"	"M5"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V6"
3.302491	"AU"	"CH"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E5"	"V5"
0.393319	"AU"	"EU"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V5"
3.879309	"AU"	"EU"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V5"
2.60888	"AU"	"EU"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E6"	"V3"
1.290582	"AU"	"KO"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V2"
0.452696	"CM"	"KO"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E1"	"V6"
0.394341	"CM"	"KO"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E1"	"V6"
1.326233	"AU"	"RE"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E2"	"V4"
4.325999	"AU"	"RE"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V4"
5.395351	"AU"	"MZ"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V5"
5.510829	"AU"	"JA"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V3"
0.836612	"AU"	"KO"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E5"	"V4"
18.556816	"CM"	"CH"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V7"
1.608616	"CM"	"CH"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V7"
3.32702	"AU"	"CH"	"M4"	"POLIZA INDIVIDUAL"	"CE"	"F"	"E4"	"V6"
3.119144	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E4"	"V3"
0.936369	"AU"	"CH"	"M1"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E3"	"V4"
0.514955	"AU"	"RE"	"M5"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E3"	"V5"
1.360462	"AU"	"CH"	"M4"	"POLIZA INDIVIDUAL"	"CE"	"F"	"E3"	"V4"
1.399413	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E4"	"V6"
1.199416	"PD"	"CH"	"M7"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E4"	"V3"
0.378017	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"CE"	"F"	"E4"	"V6"
3.508121	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"CE"	"F"	"E4"	"V6"
3.93243	"AU"	"CH"	"M4"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E4"	"V4"
2.422352	"AU"	"RE"	"M3"	"POLIZA INDIVIDUAL"	"NO"	"F"	"E4"	"V7"
1.422414	"AU"	"CH"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E1"	"V5"
2.174472	"AU"	"CH"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E1"	"V5"
